Name,Platform,DOIs,"Pub Dates",Citations,Code,Description,License,Categories
CIDR,R,"10.1101/068775, 10.1186/s13059-017-1188-0","NA, 2017-03-28",447,https://github.com/VCCRI/CIDR,"Ultrafast and accurate clustering through imputation and dimensionality reduction for single-cell RNA-seq data.",GPL-2.0-or-later,"Clustering, Dimensionality Reduction, Imputation, Simulation"
txburst,Python,10.1038/s41586-018-0836-1,2019-01-02,445,https://github.com/sandberg-lab/txburst,"Transcriptional burst kinetics inference and analysis from allelic single-cell RNA-seq",'-,"Allele Specific"
VisCello,R,"10.1101/565549, 10.1126/science.aax1971","NA, 2019-09-05",440,https://github.com/tanlabcode/VisCello,"Viscello for Visualization of Single Cell Data",GPL-2.0,"Dimensionality Reduction, Interactive, Visualisation"
BASiCS,R,"10.1016/j.cels.2018.06.011, 10.1101/035949, 10.1101/237214, 10.1186/s13059-016-0930-3, 10.12688/f1000research.74416.1, 10.1371/journal.pcbi.1004333","2018-09, NA, NA, 2016-04-15, 2022-01-18, 2015-06-24",438,https://github.com/catavallejos/BASiCS,"Bayesian Analysis of single-cell RNA-seq data. Estimates cell-specific normalization constants. Technical variability is quantified based on spike-in genes. The total variability of the expression counts is decomposed into technical and biological components.",GPL-2.0-or-later,"Differential Expression, Normalisation, Simulation, Variable Genes"
miloR,R,"10.1038/s41587-021-01033-z, 10.1101/2020.11.23.393769, 10.1101/2023.11.08.566176","2021-09-30, NA, NA",433,https://github.com/MarioniLab/miloR,"Milo is a method for differential abundance analysis on KNN graph from single-cell datasets",GPL-3.0,"Marker Genes, Visualisation"
GSEApy,Python/Rust,10.1093/bioinformatics/btac757,2022-11-25,425,https://github.com/zqfang/GSEApy,"GSEApy is a Python/Rust implementation for GSEA and wrapper for Enrichr",BSD-3-Clause,"Gene Sets, Visualisation"
scGen,Python,"10.1038/s41592-019-0494-8, 10.1101/478503","2019-07-29, NA",403,https://github.com/theislab/scgen,"scGen is a generative model to predict single-cell perturbation response across cell types, studies and species",GPL-3.0,"Differential Expression, Integration, Perturbations"
Garnett,R,"10.1038/s41592-019-0535-3, 10.1101/538652","2019-09-09, NA",390,https://github.com/cole-trapnell-lab/garnett,"Garnett, an algorithm and accompanying software for rapidly annotating cell types in scRNA-seq and scATAC-seq datasets, based on an interpretable, hierarchical markup language of cell type-specific genes.",MIT,"Classification, Marker Genes, Visualisation"
CellBender,Python,"10.1038/s41592-023-01943-7, 10.1101/791699","2023-08-07, NA",387,https://github.com/broadinstitute/CellBender,"CellBender is a software package for eliminating technical artifacts from high-throughput single-cell RNA sequencing (scRNA-seq) data",BSD-3-Clause,"Quality Control, Visualisation"
matchSCore2,R,"10.1038/s41587-020-0469-4, 10.1101/630087","2020-04-06, NA",383,https://github.com/elimereu/matchSCore2,"MatchSCore2 is a R package for the comparison of single cell RNA-seq data across tools and experiments.",'-,"Classification, Integration, Visualisation"
TraCeR,Python,10.1038/nmeth.3800,2016-03-07,383,https://github.com/teichlab/tracer,"TraCeR - reconstruction of T cell receptor sequences from single-cell RNA-seq data.",Apache-2.0,"Alignment, Assembly, Immune, Quantification, Visualisation"
WaveCrest,R,10.1186/s13059-016-1033-x,2016-08-17,375,https://github.com/lengning/WaveCrest,"WaveCrest is a statistical approach to reconstruct gene expression trajectory in single cell RNA-seq experiments with ordered conditions.",Apache-2.0,"Expression Patterns, Interactive, Marker Genes, Ordering"
DistMap,R,"10.1101/117382, 10.1126/science.aan3235","NA, 2017-08-31",373,https://github.com/rajewsky-lab/distmap,"DistMap can be used to spatially map single cell RNA sequencing data by using an existing reference database of in situs.",MIT,"Classification, Visualisation"
kBET,R,"10.1038/s41592-018-0254-1, 10.1101/200345","2018-12-20, NA",364,https://github.com/theislab/kBET,"An R package to provide a test for batch effects in high-dimensional single-cell RNA sequencing data.",Apache-2.0,Integration
cNMF,Python,"10.1101/310599, 10.7554/eLife.43803","NA, 2019-07-08",361,https://github.com/dylkot/cNMF,"Consensus Non-negative Matrix Factorization on single-cell RNA-Seq data",MIT,"Clustering, Dimensionality Reduction"
scsim,Python,"10.1101/310599, 10.7554/eLife.43803","NA, 2019-07-08",361,https://github.com/dylkot/scsim,"Simulate single-cell RNA-SEQ data using the Splatter statistical framework but implemented in python.",MIT,Simulation
GLM-PCA,R,"10.1101/574574, 10.1186/s13059-019-1861-6","NA, 2019-12-23",360,https://github.com/willtownes/glmpca,"Implements a generalized version of principal components analysis (GLM-PCA) for dimension reduction of non-normally distributed data such as counts or binary matrices.",LGPL-3.0,"Dimensionality Reduction"
souporcell,Python/Rust,"10.1038/s41592-020-0820-1, 10.1101/699637","2020-05-04, NA",348,https://github.com/wheaton5/souporcell,"souporcell is a method for clustering mixed-genotype scRNAseq experiments by individual.",MIT,"Clustering, Quality Control, Variants"
ScType,R,"10.1038/s41467-022-28803-w, 10.1101/812131","2022-03-10, NA",345,https://github.com/IanevskiAleksandr/sc-type,"ScType a computational method for automated selection of marker genes based merely on scRNA-seq data",GPL-3.0,Classification
CellOracle,python,"10.1016/j.stemcr.2022.11.010, 10.1038/s41586-022-05688-9, 10.1101/2020.02.17.947416","2023-01, 2023-02-08, NA",340,https://github.com/morris-lab/CellOracle,"CellOracle integrates single-cell transcriptome and epigenome profiles to infer gene regulatory networks.",Apache-2.0,"Gene Networks, Gene Sets, Integration, Perturbations, Simulation"
decoupler,Python,"10.1093/bioadv/vbac016, 10.1101/2021.11.04.467271","2022-03-08, NA",340,https://github.com/saezlab/decoupler-py,"decoupler is a package containing different statistical methods to extract biological activities from omics data within a unified framework",GPL-3.0,"Gene Networks, Visualisation"
scPred,R,"10.1101/369538, 10.1186/s13059-019-1862-5","NA, 2019-12-12",340,https://github.com/powellgenomicslab/scPred,"Single cell prediction using singular value decomposition and machine learning classification",MIT,"Classification, Dimensionality Reduction, Visualisation"
ProjecTILs,R,"10.1038/s41467-021-23324-4, 10.1101/2020.06.23.166546","2021-05-20, NA",337,https://github.com/carmonalab/ProjecTILs,"Computational tool to project new scRNA-seq data into a reference map of T cells, allowing their direct comparison in a stable, annotated system of coordinates.",GPL-3.0,"Classification, Dimensionality Reduction, Immune, Visualisation"
scDblFinder,R,10.12688/f1000research.73600.1,2021-09-28,336,https://github.com/plger/scDblFinder,"Gathers various methods for the detection and handling of doublets/multiplets in single-cell RNA sequencing data",GPL-3.0,"Clustering, Quality Control"
metacells,Python/C++,"10.1101/2021.08.08.453314, 10.1101/2022.12.01.518678, 10.1101/437665, 10.1186/s13059-019-1812-2, 10.1186/s13059-022-02667-1, 10.1186/s13059-023-03069-7","NA, NA, NA, 2019-10-11, 2022-04-19, 2023-10-05",334,https://github.com/tanaylab/metacells,"Improved Python implementation of the metacell algorithm",MIT,Clustering
novoSpaRc,Python,"10.1038/s41586-019-1773-3, 10.1038/s41596-021-00573-7","2019-11-20, 2021-08-04",328,https://github.com/rajewsky-lab/novosparc,"novoSpaRc - de novo Spatial Reconstruction of Single-Cell Gene Expression",BSD-3-Clause,"Dimensionality Reduction, Expression Patterns, Visualisation"
SINCERA,R,"10.1007/978-1-4939-7710-9_15, 10.1371/journal.pcbi.1004575","2018-03-06, 2015-11-24",321,https://github.com/xu-lab/SINCERA,"R-based pipeline for single-cell analysis including clustering and visualization.",GPL-3.0,"Clustering, Differential Expression, Gene Filtering, Marker Genes, Normalisation, Quality Control"
zUMIs,Shell,"10.1093/gigascience/giy059, 10.1101/153940","2018-05-26, NA",319,https://github.com/sdparekh/zUMIs,"zUMIs is a fast and flexible pipeline to process RNA-seq data with UMIs",GPL-3.0,"Alignment, Quantification, UMIs, Visualisation"
muscat,R,"10.1038/s41467-020-19894-4, 10.1101/713412","2020-11-30, NA",311,https://github.com/HelenaLC/muscat,"Multi-sample multi-group scRNA-seq analysis tools",GPL-2.0-or-later,"Differential Expression, Marker Genes, Simulation, Visualisation"
SingleCellSignalR,R,"10.1093/nar/gkaa183, 10.1101/2019.12.11.872895","2020-03-20, NA",307,https://github.com/SCA-IRCM/SingleCellSignalR,"Allows single cell RNA seq data analysis, clustering, creates internal network and infers cell-cell interactions.",GPL-3.0,"Classification, Clustering, Gene Networks, Marker Genes, Normalisation, Visualisation"
decontX,R/C++,"10.1093/nar/gkad1032, 10.1101/2023.01.27.525964, 10.1101/704015, 10.1186/s13059-020-1950-6","2023-11-17, NA, NA, 2020-03-05",306,https://github.com/campbio/decontX,"Methods for decontamination of single cell data",MIT,"Quantification, Simulation, Visualisation"
CellBench,R,"10.1038/s41592-019-0425-8, 10.1093/bioinformatics/btz889, 10.1101/433102","2019-05-27, 2019-11-28, NA",299,https://github.com/shians/cellbench,"R package for benchmarking single cell analysis methods, primarily inspired by the modelling structure used in DSC",GPL-3.0,Visualisation
FateID,R,"10.1038/nmeth.4662, 10.1101/218115","2018-04-09, NA",298,https://github.com/dgrun/FateID,"FateID is a random forests-based algorithm for the quantification of the fate biases of multipotent progenitors, i. e. the probabilities of differentiating towards particular cell lineages.",GPL-3.0,"Classification, Differential Expression, Stem Cells, Visualisation"
Dynamo,Python,"10.1016/j.cell.2021.12.045, 10.1101/696724","2022-02, NA",290,https://github.com/aristoteleo/dynamo-release,"Dynamo: Mapping Vector Field of Single Cells",BSD-3-Clause,"Ordering, Simulation, Visualisation"
cellassign,R,"10.1038/s41592-019-0529-1, 10.1101/521914","2019-09-09, NA",283,https://github.com/irrationone/cellassign,"cellassign automatically assigns single-cell RNA-seq data to known cell types across thousands of cells accounting for patient and batch specific effects.",Apache-2.0,"Classification, Simulation"
LIANA,R/Python,"10.1038/s41467-022-30755-0, 10.1101/2021.05.21.445160","2022-06-09, NA",283,https://github.com/saezlab/liana,"LIANA: a LIgand-receptor ANalysis frAmework",GPL-3.0,"Gene Networks"
scvis,Python,"10.1038/s41467-018-04368-5, 10.1101/178624","2018-05-21, NA",283,https://bitbucket.org/jerry00/scvis-dev,"scvis is a python package for dimension reduction of high-dimensional biological data, especially single-cell RNA-sequencing (scRNA-seq) data",'-,"Dimensionality Reduction"
MetaCell,R,"10.1101/437665, 10.1186/s13059-019-1812-2","NA, 2019-10-11",282,https://github.com/tanaylab/metacell,"The MetaCell R package facilitates analysis of single cell RNA-seq UMI matrices by computing partitions of a cell similarity graph into small (~20-200 typically) homogeneous groups of cells which are defined as metacells (MCs).",MIT,"Clustering, Marker Genes, Quality Control, Variable Genes, Visualisation"
SCODE,R,"10.1093/bioinformatics/btx194, 10.1101/088856","2017-04-04, NA",282,https://github.com/hmatsu1226/SCODE,"SCODE : an efficient regulatory network inference algorithm from single-cell RNA-Seq during differentiation.",MIT,"Gene Networks, Ordering"
GLUE,Python,"10.1038/s41587-022-01284-4, 10.1101/2021.08.22.457275","2022-05-02, NA",280,https://github.com/gao-lab/GLUE,"Graph-linked unified embedding for single-cell multi-omics data integration",MIT,"Gene Networks, Integration"
SingleCellNet,R,"10.1016/j.cels.2019.06.004, 10.1101/508085","2019-08, NA",278,https://github.com/pcahan1/singleCellNet,"SingleCellNet enables the classifcation of single cell RNA-Seq data across species and platforms",MIT,"Classification, Visualisation"
SCENT,R,"10.1038/ncomms15599, 10.1093/bioinformatics/btaa987, 10.1101/084202","2017-06-01, 2020-11-27, NA",276,https://github.com/aet21/SCENT,"scent is an R-package for analysis of single-cell RNA-Seq data. It uses single-cell entropy to help analyse and interpret such data.",GPL-3.0,"Ordering, Stem Cells"
trendsceek,R,10.1038/nmeth.4634,2018-03-19,275,https://github.com/edsgard/trendsceek,"Identify genes with spatial expression trends in single-cell gene-expression data.",GPL-3.0,"Expression Patterns, Simulation, Visualisation"
MetaNeighbor,R,"10.1038/s41467-018-03282-0, 10.1038/s41596-021-00575-5, 10.1101/150524","2018-02-28, 2021-07-07, NA",273,https://github.com/gillislab/MetaNeighbor,"MetaNeighbor: a method to rapidly assess cell type identity using both functional and random gene sets",MIT,"Classification, Clustering, Gene Sets, Variable Genes, Visualisation"
scGPT,Python,"10.1038/s41592-024-02201-0, 10.1101/2023.04.30.538439","2024-02-26, NA",273,https://github.com/bowang-lab/scGPT,"Towards Building a Foundation Model for Single-Cell Multi-omics Using Generative AI",MIT,"Dimensionality Reduction"
SPRING,Python/MATLAB/Javascript,"10.1093/bioinformatics/btx792, 10.1101/090332","2017-12-07, NA",271,https://github.com/AllonKleinLab/SPRING,"SPRING is a collection of pre-processing scripts and a web browser-based tool for visualizing and interacting with high dimensional data.",'-,"Dimensionality Reduction, Interactive, Visualisation"
scenicplus,Python,"10.1038/s41592-023-01938-4, 10.1101/2022.08.19.504505","2023-07-13, NA",268,https://github.com/aertslab/scenicplus,"SCENIC+ is a python package to build gene regulatory networks (GRNs) using combined or separate single-cell gene expression (scRNA-seq) and single-cell chromatin accessibility (scATAC-seq) data",'-,"Clustering, Differential Expression, Dimensionality Reduction, Gene Networks, Integration, Quality Control, Visualisation"
DrImpute,R,"10.1101/181479, 10.1186/s12859-018-2226-y","NA, 2018-06-08",266,https://github.com/ikwak2/DrImpute,"DrImpute is an R package for imputing dropout events in single-cell RNA-sequencing data.",GPL-3.0,Imputation
PBA,Python,"10.1073/pnas.1714723115, 10.1101/170118","2018-02-20, NA",266,https://github.com/AllonKleinLab/PBA,"Population balance analysis (PBA) relates the observed states of a system to its steady-state dynamics by applying the law of population balance.",'-,Ordering
Conos,R/C++,"10.1038/s41592-019-0466-z, 10.1101/460246","2019-07-15, NA",265,https://github.com/hms-dbmi/conos,"Clustering on Network of Samples",GPL-3.0,"Clustering, Differential Expression, Dimensionality Reduction, Integration, Marker Genes, Visualisation"
SCNorm,R,"10.1038/nmeth.4263, 10.1101/090167","2017-04-17, NA",265,https://github.com/rhondabacher/SCnorm,"A quantile regression based approach for robust normalization of single cell RNA-seq data.",GPL-2.0-or-later,Normalisation
Bisque,R,"10.1038/s41467-020-15816-6, 10.1101/669911","2020-04-24, NA",263,https://github.com/cozygene/bisque,"An R toolkit for accurate and efficient estimation of cell composition ('decomposition') from bulk expression data with single-cell information.",GPL-3.0,"Integration, Marker Genes, Simulation"
SpaOTsc,Python,10.1038/s41467-020-15968-5,2020-04-29,263,https://github.com/zcang/SpaOTsc,"SpaOTsc: spatial optimal transport for single-cell transcriptomics data",MIT,"Clustering, Gene Networks, Integration, Visualisation"
